year,season,district,taluka,col_count,sno,revenue_circle,insurance_units,farmers,app_loanee,app_non_loanee,area_insured_hect,farmers_premium_rs,state_premium_rs,goi_premium_rs,gross_premium_rs,sum_insured_rs,gender_male,gender_female,gender_others,cat_sc,cat_st,cat_obc,cat_gen,farmer_marginal,farmer_small,farmer_others,claim_prevented_sowing,claim_localized,claim_midterm,claim_yield_based,claim_post_harvest,claim_wbcis,claim_total
2018,Kharif,Chandrapur,Pombhurna,29,1,Pomburna,1,1648,1912,283,2347.25,2372503.26,3816344.59,3816344.59,10005192.44,94625313.45,1909,284,2,158,203,1601,233,193,1873,129,0,0,0,45,0,0,45
2018,Kharif,Chandrapur,Rajura,29,1,Rajura,1,981,1409,22,1579.43,2915863.94,1968039.5,1968039.5,6851942.94,66249407.86,1242,189,0,68,65,1214,84,122,1152,157,0,1,0,0,0,0,1
2018,Kharif,Chandrapur,Rajura,29,2,VirurStation,1,1314,2153,0,2347.8,3899173.43,3186759.75,3186759.75,10272692.93,98120440.76,1830,323,0,143,169,1013,828,231,1506,416,0,0,0,0,0,0,0
2019,Kharif,Chandrapur,Chimur,29,1,Bhisi,1,1045,1243,4,1337.83,1248240.95,3106039.3,3106039.3,7460319.55,56005004.5,1096,151,0,115,176,906,50,135,1066,46,0,0,0,75,0,0,75
2019,Kharif,Chandrapur,Chimur,29,2,Chimur,1,1630,1618,240,2515.25,2304766.4,4927136.8,4927136.8,12159040.00,104230750,1715,141,2,115,137,1486,120,112,1435,311,0,1,0,64,0,0,65
2019,Kharif,Chandrapur,Chimur,29,3,Jambhulghat,1,1018,1000,232,1361.29,1268662.7,2678300.57,2678300.57,6625263.84,56391670,1105,127,0,172,328,678,54,70,1084,78,0,0,0,103,0,0,103
2019,Kharif,Chandrapur,Chimur,29,4,Khadsangi,1,348,472,67,601.53,702490.2,1497023.85,1497023.85,3696537.90,25371465,494,45,0,69,99,340,31,59,301,179,0,0,0,26,0,0,26
2019,Kharif,Chandrapur,Chimur,29,5,MasalBu.,1,1832,1605,487,2445.36,2105581.95,4602010.56,4602010.56,11309603.07,100994362.5,1763,328,1,295,743,959,95,101,1906,85,0,0,0,83,0,0,83
2019,Kharif,Chandrapur,Chimur,29,6,Neri,1,2401,1495,1991,3556.46,3124072.73,6954564.45,6954564.45,17033201.63,147215262.7,3089,397,0,428,562,2297,199,194,3089,203,0,0,0,317,0,0,317
2019,Kharif,Chandrapur,Chimur,29,7,Shankrpur,1,948,1007,126,1268.39,1692721.92,2697045.94,2697045.94,7086813.80,53322894.25,994,139,0,168,194,730,41,72,986,75,0,0,0,32,0,0,32
2019,Kharif,Chandrapur,Gondpipri,29,1,Dhaba,1,1509,1691,73,1767,2382533.2,3519790.27,3519790.27,9422113.74,74135330,1520,243,1,214,91,1381,78,138,1560,66,0,0,0,27,0,0,27
2019,Kharif,Chandrapur,Gondpipri,29,2,Gondpipari,1,1197,1602,129,1698.95,2307693.1,3472227.18,3472227.18,9252147.46,71192480,1442,289,0,154,174,1333,70,233,1403,95,0,0,0,25,0,0,25
2019,Kharif,Chandrapur,Jiwati,29,1,Jivati,1,381,373,16,579.92,1239496.8,1253816.85,1253816.85,3747130.50,24931845,344,45,0,69,143,139,38,24,351,14,0,0,0,41,0,0,41
2019,Kharif,Chandrapur,Jiwati,29,2,Patan,1,214,180,51,346.88,708392,781443.15,781443.15,2271278.30,14892475,207,24,0,29,40,131,31,3,227,1,0,0,0,0,0,0,0
2019,Kharif,Chandrapur,Korpana,29,1,Gadchandur,1,796,916,6,1439.57,3026062.28,3144653.9,3144653.9,9315370.08,61643618.82,803,119,0,24,29,862,7,45,765,112,0,0,0,0,0,0,0
2019,Kharif,Chandrapur,Korpana,29,2,Korpna,1,733,770,1,1345.98,2852746.19,2922602.09,2922602.09,8697950.37,57706799.87,670,101,0,47,72,606,46,143,488,140,0,0,0,0,0,0,0
2019,Kharif,Chandrapur,Mul,29,1,Bembal,1,1762,1227,1321,2616.13,2159541.7,5002753.05,5002753.05,12165047.80,107977086.25,2088,460,0,168,72,2093,215,150,2286,112,0,0,0,34,0,0,34
2019,Kharif,Chandrapur,Mul,29,2,Chikhali,1,1536,1580,849,2270.06,1872180.12,4235357.32,4235357.32,10342894.76,93609006.25,2020,409,0,166,249,1756,258,242,1928,259,0,0,0,30,0,0,30
2019,Kharif,Chandrapur,Mul,29,3,Mul,1,1385,1228,777,1914.65,1578326.32,3578180.67,3578180.67,8734687.66,78916316.25,1696,309,0,253,176,1412,164,159,1638,208,0,0,0,67,0,0,67
2019,Kharif,Chandrapur,Pombhurna,29,1,Pomburna,1,3157,2113,2501,4473.36,4560867.22,8695720.81,8695720.81,21952308.84,185592042.25,3952,662,0,271,396,3522,425,703,3694,217,0,0,0,89,0,0,89
2019,Kharif,Chandrapur,Rajura,29,1,Rajura,1,747,1102,15,1286.58,2448846.56,3048908.75,3048908.75,8546664.06,55171898.2,982,135,0,68,45,942,62,131,748,238,0,0,0,3,0,0,3
2019,Kharif,Chandrapur,Rajura,29,2,VirurStation,1,887,1488,7,1592.32,2734715.7,4030738.18,4030738.18,10796192.06,68144227.5,1274,221,0,70,66,842,517,86,1340,69,0,0,0,4,0,0,4
2019,Kharif,Chandrapur,Sawali,29,1,Pathari,1,1085,1085,314,1021.71,842617.77,1905226.75,1905226.75,4653071.27,42130890.01,1201,197,1,105,131,1065,98,100,1240,59,0,0,0,9,0,0,9
2019,Kharif,Chandrapur,Sawali,29,2,Saoli,1,1399,1246,803,1765.58,1455865.35,3342761.47,3342761.47,8141388.29,72793267.5,1689,360,0,190,74,1492,293,135,1807,107,0,0,0,14,0,0,14
2019,Kharif,Chandrapur,Sawali,29,3,Vyahadkhurd,1,1736,1263,1065,1737.65,1432691.55,3247267.18,3247267.18,7927225.91,71634577.5,1855,466,7,143,95,1843,247,203,2041,84,0,0,0,22,0,0,22
2019,Kharif,Chandrapur,Sindewahi,29,1,MohadiNale.,1,1599,670,2129,1854.78,1530191.82,3442923.63,3442923.63,8416039.08,76509592.5,2365,434,0,268,1123,1336,72,117,2483,199,0,0,0,8,0,0,8
2019,Kharif,Chandrapur,Sindewahi,29,2,Navargao,1,3462,1720,3951,3901.04,3218359.57,7241293.05,7241293.05,17700945.67,160917982.5,4780,891,0,593,681,4153,244,332,5035,304,0,0,0,63,0,0,63
2019,Kharif,Chandrapur,Sindewahi,29,3,Sindevahi,1,2760,1648,2485,3150,2598750,5847176.55,5847176.55,14293103.10,129937500,3244,888,1,341,528,2997,267,224,3708,201,0,0,0,31,0,0,31
2019,Kharif,Chandrapur,Warora,29,1,Chikani,1,269,524,19,647.38,1036087,1701612.31,1701612.31,4439311.62,27213067.09,465,78,0,20,13,480,30,103,327,113,0,0,0,5,0,0,5
2019,Kharif,Chandrapur,Warora,29,2,Khambada,1,292,336,91,601.21,935919.92,1636312.58,1636312.58,4208545.08,25729213.41,371,56,0,15,23,351,38,56,273,98,0,0,0,26,0,0,26
2019,Kharif,Chandrapur,Warora,29,3,Madheli,1,239,453,13,633.08,1024691.27,1639518.78,1639518.78,4303728.83,26464687.7,373,93,0,5,9,430,22,88,199,179,0,0,0,3,0,0,3
2019,Kharif,Chandrapur,Warora,29,4,Shegao,1,470,696,148,1016.68,1376724.76,2800933.59,2800933.59,6978591.94,43289892.45,751,93,0,51,55,708,30,139,396,309,0,7,0,44,0,0,51
2019,Kharif,Chandrapur,Warora,29,5,Temurda,1,276,435,29,680.81,1134321.67,1739853.54,1739853.54,4614028.75,29072280.92,418,46,0,3,36,398,27,80,207,177,0,0,0,27,0,0,27
2019,Kharif,Chandrapur,Warora,29,6,Warora,1,114,170,10,283.39,451726.43,747250,747250,1946226.43,12017571.3,155,25,0,14,4,130,32,30,97,53,0,0,0,3,0,0,3
2020,Kharif,Chandrapur,Bhadravati,29,1,Bhadrawati,1,30,32,2,36.18,51856.5,136646.75,136646.75,325150.00,1605300,29,5,0,3,0,24,7,19,15,0,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Bhadravati,29,2,Chandankheda,1,125,243,12,282.74,433543.04,1113705.35,1113705.35,2660953.74,12606131.25,231,24,0,9,17,208,21,92,92,71,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Bhadravati,29,3,Ghodpethh.,1,91,112,3,139.52,275559,693350,693350,1662259.00,6241575,96,19,0,3,4,75,33,16,69,30,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Bhadravati,29,4,MangaliRai.,1,189,220,16,307.07,273532,830802.57,830802.57,1935137.14,13676601.77,220,16,0,5,6,197,28,77,126,33,0,0,0,19,0,0,19
2020,Kharif,Chandrapur,Bhadravati,29,5,Muudhholi,1,34,57,0,67.79,92241.7,225990.95,225990.95,544223.60,2993435,50,7,0,1,10,44,2,16,22,19,0,0,0,1,0,0,1
2020,Kharif,Chandrapur,Bhadravati,29,6,NandoriBu.,1,283,325,15,464.98,911844.25,2327476.41,2327476.41,5566797.07,20882926.7,294,46,0,2,6,294,38,76,196,68,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Brahmapuri,29,1,Ahernavargao,1,2209,2832,1356,2133.46,1811961.74,2727909.73,2727909.73,7267781.20,90598088.72,3758,430,0,417,40,3654,77,246,3864,78,0,0,175,7,0,0,182
2020,Kharif,Chandrapur,Brahmapuri,29,2,Bramhapuri,1,3237,2463,2857,2956.04,2511700.63,3775889.78,3775889.78,10063480.19,125585033.74,4595,724,1,986,316,3866,152,245,4626,449,0,0,0,123,0,0,123
2020,Kharif,Chandrapur,Brahmapuri,29,3,Chaoughan,1,3212,2738,2363,3024.4,2570202.73,3862522.57,3862522.57,10295247.87,128510138.18,4362,739,0,704,127,4072,198,427,4422,252,0,0,266,219,0,0,485
2020,Kharif,Chandrapur,Brahmapuri,29,4,Gangalwadi,1,2873,2990,1953,2558.12,2174119.76,3264233.62,3264233.62,8702587.00,108705990.75,4359,581,3,531,234,4022,156,84,4813,46,0,0,225,38,0,0,263
2020,Kharif,Chandrapur,Brahmapuri,29,5,Mendaki,1,3120,1789,3124,3010.28,2557353.62,3843434.38,3843434.38,10244222.38,127867682.54,4291,622,0,610,796,3245,262,278,4569,66,0,0,0,223,0,0,223
2020,Kharif,Chandrapur,Chandrapur,29,1,Chandrapur,1,248,141,148,277.24,234833.5,381527.62,381527.62,997888.74,11741675,239,50,0,36,58,173,22,117,160,12,0,0,0,0,10,0,10
2020,Kharif,Chandrapur,Chandrapur,29,2,Guggus,1,734,764,272,1075.74,2204816.35,5600485.78,5600485.78,13405787.91,48317937.5,926,110,0,29,7,860,140,34,792,210,0,6,0,1,33,0,40
2020,Kharif,Chandrapur,Chandrapur,29,3,Padoli,1,205,151,126,262.2,385187.74,913819.14,913819.14,2212826.02,11536937.95,241,36,0,35,6,172,64,28,179,70,0,0,0,2,3,0,5
2020,Kharif,Chandrapur,Chimur,29,1,Bhisi,1,451,592,16,605.96,687980.25,1520820.62,1520820.62,3729621.49,26460000,532,76,0,122,57,409,20,77,469,62,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Chimur,29,2,Chimur,1,2012,2661,115,2805.99,2768136.02,5044577.52,5044577.52,12857291.06,120396620,2497,279,0,254,357,2024,141,129,2229,418,0,0,0,2,0,0,2
2020,Kharif,Chandrapur,Chimur,29,3,Jambhulghat,1,1270,1707,162,1580.68,1609002.81,2971734.45,2971734.45,7552471.71,67867195.5,1644,224,1,245,455,1103,66,186,1561,122,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Chimur,29,4,Khadsangi,1,749,923,31,919.15,905556.26,1605808.28,1605808.28,4117172.82,39345913.15,880,74,0,123,309,462,60,41,823,90,0,0,0,7,0,0,7
2020,Kharif,Chandrapur,Chimur,29,5,MasalBu.,1,2051,2796,220,2753.06,2612198.47,4403005.69,4403005.69,11418209.85,117527074.04,2572,442,2,418,1234,1286,78,245,2630,141,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Chimur,29,6,Neri,1,2636,3281,1174,3541.42,3308350.45,5569790.37,5569790.37,14447931.19,151066685.78,3948,507,0,536,658,3056,205,461,3684,310,0,0,0,53,0,0,53
2020,Kharif,Chandrapur,Chimur,29,7,Shankrpur,1,1283,1663,124,1667.33,2249545.2,5007439.05,5007439.05,12264423.30,72813135.15,1530,256,1,234,319,1164,70,141,1523,123,0,1,0,9,0,0,10
2020,Kharif,Chandrapur,Gondpipri,29,1,BhangaramTalodhi,1,758,44,1179,1266.91,1453574.32,243411.38,243411.38,1940397.08,75978064.84,1008,214,1,99,39,1053,32,323,735,165,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Gondpipri,29,2,Dhaba,1,1558,86,2645,2752.75,2982802.48,235330.82,235330.82,3453464.12,163683814.27,2251,480,0,406,113,2073,139,500,1808,423,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Gondpipri,29,3,Gondpipari,1,553,102,764,983.59,1122834.49,185174.34,185174.34,1493183.17,59013986.85,693,173,0,63,80,636,87,142,634,90,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Jiwati,29,1,Jivati,1,12,4,11,14.56,24580,67660,67660,159900.00,624200,13,2,0,3,6,1,5,6,9,0,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Jiwati,29,2,Patan,1,89,62,31,133.37,271349,689267,689267,1649883.00,5996650,82,11,0,5,11,45,32,10,83,0,0,0,0,5,0,0,5
2020,Kharif,Chandrapur,Korpana,29,1,Gadchandur,1,376,418,41,613.71,1292298.5,3287743.25,3287743.25,7867785.00,27502750,397,62,0,7,29,398,25,75,311,73,0,1,0,0,0,0,1
2020,Kharif,Chandrapur,Korpana,29,2,Korpna,1,685,740,12,1286.26,2848658.59,7168656.49,7168656.49,17185971.57,57738262.35,637,115,0,45,103,556,48,368,286,98,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Mul,29,1,Bembal,1,2208,3901,200,2737.24,2327774.64,3683114.96,3683114.96,9694004.56,116388735.29,3368,730,3,314,133,3304,350,662,3007,432,0,1,0,104,0,0,105
2020,Kharif,Chandrapur,Mul,29,2,Chikhali,1,1488,2383,216,2110.58,1793987.29,2699194.89,2699194.89,7192377.07,89699365.26,2190,409,0,213,267,1827,292,418,1875,306,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Mul,29,3,Mul,1,1333,2139,118,1635.37,1389312.44,2106995.08,2106995.08,5603302.60,69465623.52,1933,324,0,228,172,1746,111,247,1809,201,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Nagbhir,29,1,MendhaKirmiti,1,2068,2393,819,1841.7,1565447.49,2348171.15,2348171.15,6261789.79,78272374.52,2711,500,1,389,158,2564,101,200,2947,65,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Nagbhir,29,2,Mindala,1,2335,3397,706,2442.59,2076242.06,3115443.06,3115443.06,8307128.18,103812103.47,3529,574,0,453,417,2746,487,88,3892,123,0,0,0,48,0,0,48
2020,Kharif,Chandrapur,Nagbhir,29,3,Nagbhid,1,1730,2069,634,1908.09,1621895,2433341.99,2433341.99,6488578.98,81094750,2191,510,2,298,568,1715,122,198,2424,81,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Nagbhir,29,4,TalodhiBa.,1,2395,3623,890,2579.12,2192351.05,3291240.06,3291240.06,8774831.17,109617552.75,3878,635,0,535,366,3056,556,207,4091,215,0,0,0,20,0,0,20
2020,Kharif,Chandrapur,Pombhurna,29,1,Pomburna,1,2184,3448,364,3033.07,3599455.13,7373111.98,7373111.98,18345679.09,130594751.03,3214,597,1,196,282,2827,507,657,2399,756,0,11,0,0,0,0,11
2020,Kharif,Chandrapur,Rajura,29,1,Rajura,1,725,1071,3,1102.47,2142794.5,5501419.25,5501419.25,13145633.00,49430600,923,151,0,80,81,655,258,265,547,262,0,1,0,0,0,0,1
2020,Kharif,Chandrapur,Rajura,29,2,VirurStation,1,1687,2543,5,2526.52,4521923,11613700.75,11613700.75,27749324.50,113119375,2201,347,0,177,156,1257,958,112,2344,92,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Sindewahi,29,1,MohadiNale.,1,1083,1927,302,1168.12,992903.21,1489354.47,1489354.47,3971612.15,49645163.75,1929,300,0,215,950,1021,43,288,1810,131,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Sindewahi,29,2,Navargao,1,2503,3893,979,2666.13,2266208.6,3399312.79,3399312.79,9064834.18,113310431.48,4143,726,3,513,496,3653,210,594,3916,362,0,0,0,0,1,0,1
2020,Kharif,Chandrapur,Sindewahi,29,3,Sindevahi,1,1866,3108,259,1900.99,1615843.09,2423764.6,2423764.6,6463372.29,80792155.74,2780,586,1,371,348,2414,234,348,2904,115,0,0,0,0,0,0,0
2020,Kharif,Chandrapur,Warora,29,1,Chikani,1,154,261,35,311.41,519041.73,1373368.61,1373368.61,3265778.95,13955650,259,37,0,13,4,267,12,31,169,96,0,4,0,12,0,0,16
2020,Kharif,Chandrapur,Warora,29,2,Khambada,1,343,383,87,588.14,775777.73,2137933.57,2137933.57,5051644.87,26360675,417,53,0,9,14,411,36,50,283,137,0,3,0,41,0,0,44
2020,Kharif,Chandrapur,Warora,29,3,Madheli,1,319,545,53,631.58,1050321.91,2785410.44,2785410.44,6621142.79,28278816.25,523,75,0,14,16,540,28,92,343,163,0,1,0,4,0,0,5
2020,Kharif,Chandrapur,Warora,29,4,Shegao,1,372,412,218,689.46,846508.43,2226103.36,2226103.36,5298715.15,30615381.25,537,93,0,31,58,524,17,68,400,162,0,35,0,20,0,0,55
2020,Kharif,Chandrapur,Warora,29,5,Temurda,1,264,482,39,502.2,819238.7,2175618.73,2175618.73,5170476.16,22382345.8,452,68,1,22,49,427,23,79,253,189,0,10,0,10,0,0,20
2020,Kharif,Chandrapur,Warora,29,6,Warora,1,113,147,35,210.99,310520.91,839361.03,839361.03,1989242.97,9435417.45,160,22,0,2,2,160,18,36,107,39,0,2,0,0,0,0,2
2021,Kharif,Chandrapur,Brahmapuri,29,1,Ahernavargao,1,885,790,834,964.53,818381.03,1240523.91,1240523.91,3299428.85,40919051.52,1453,170,1,175,12,1406,31,168,1410,46,0,0,0,0,1,0,1
2021,Kharif,Chandrapur,Brahmapuri,29,2,Bramhapuri,1,1054,795,1018,1118.61,951087.98,1433989.38,1433989.38,3819066.74,47554399.54,1542,271,0,244,69,1455,45,87,1632,94,0,0,0,0,3,0,3
2021,Kharif,Chandrapur,Brahmapuri,29,3,Chaoughan,1,1509,1176,1307,1566.82,1330307.17,2002764.72,2002764.72,5335836.61,66515359.94,2136,347,0,353,39,1966,125,162,2117,204,0,0,0,0,0,0,0
2021,Kharif,Chandrapur,Brahmapuri,29,4,Gangalwadi,1,2097,2580,1270,1994.48,1694543.74,2548452.59,2548452.59,6791448.92,84727187.25,3379,468,3,390,132,3241,87,75,3726,49,0,0,0,0,0,0,0
2021,Kharif,Chandrapur,Brahmapuri,29,5,Mendaki,1,1115,671,1172,1177.72,1000743.45,1504637.13,1504637.13,4010017.71,50037172.5,1606,237,0,194,186,1357,106,144,1670,29,0,0,0,0,0,0,0
2021,Kharif,Chandrapur,Chandrapur,29,1,Chandrapur,1,67,29,51,71.83,60066.25,121652.12,121652.12,303370.49,3003312.5,68,12,0,23,9,30,18,23,49,8,0,0,0,1,5,0,6
2021,Kharif,Chandrapur,Chandrapur,29,2,Guggus,1,295,40,334,367.25,468305.06,1310531.93,1310531.93,3089368.92,16433053,345,29,0,9,0,345,20,15,331,28,0,6,0,8,28,0,42
2021,Kharif,Chandrapur,Chandrapur,29,3,Padoli,1,22,48,4,41.13,51682,119112,119112,289906.00,1795025,47,5,0,8,1,11,32,6,18,28,0,0,0,1,0,0,1
2021,Kharif,Chandrapur,Chimur,29,1,Bhisi,1,1106,1431,5,1506.35,1834880.38,4244202.23,4244202.23,10323284.84,66143034.62,1231,205,0,227,331,821,57,114,1217,105,0,0,0,0,0,0,0
2021,Kharif,Chandrapur,Chimur,29,2,Chimur,1,1488,2118,13,2176.71,1943863.57,3097355.16,3097355.16,8138573.89,92720601.75,1924,207,0,195,244,1545,147,55,1695,381,0,0,0,0,1,0,1
2021,Kharif,Chandrapur,Chimur,29,3,Jambhulghat,1,1015,1436,40,1247.6,1176416.64,2048505.6,2048505.6,5273427.84,53386042.5,1279,196,1,158,355,903,60,107,1304,65,0,0,0,0,1,0,1
2021,Kharif,Chandrapur,Chimur,29,4,Khadsangi,1,469,639,15,685.1,709164,1367036.5,1367036.5,3443237.00,29485125,596,58,0,59,189,351,55,39,543,72,0,1,0,0,0,0,1
2021,Kharif,Chandrapur,Chimur,29,5,MasalBu.,1,1729,2675,33,2315.17,2022786.61,3141427.42,3141427.42,8305641.45,98524076.23,2302,405,1,361,1195,1074,78,258,2371,79,0,0,0,0,0,0,0
2021,Kharif,Chandrapur,Chimur,29,6,Neri,1,1922,2896,465,2498.17,2146279.07,3273352.62,3273352.62,8692984.31,106227204.44,2920,441,0,353,564,2327,117,406,2834,121,0,0,0,1,0,0,1
2021,Kharif,Chandrapur,Chimur,29,7,Shankrpur,1,915,1211,4,1156.63,1696535.23,3840296.87,3840296.87,9377128.97,50694501.9,1050,164,1,151,152,879,33,79,1082,54,0,0,0,0,0,0,0
2021,Kharif,Chandrapur,Gondpipri,29,1,Dhaba,1,118,153,7,57.38,104071,252393,252393,608857.00,2528525,134,26,0,7,3,139,11,49,84,27,0,0,0,0,0,0,0
2021,Kharif,Chandrapur,Gondpipri,29,2,Gondpipari,1,289,461,33,417.85,612787.52,1423921.14,1423921.14,3460629.80,18194919.34,375,119,0,31,27,416,20,133,282,79,0,0,0,3,0,0,3
2021,Kharif,Chandrapur,Jiwati,29,1,Jivati,1,7,0,7,6.7,6030,18090,18090,42210.00,301500,7,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0
2021,Kharif,Chandrapur,Jiwati,29,2,Patan,1,6,0,7,6.84,6156,18468,18468,43092.00,307800,3,4,0,0,0,4,3,2,5,0,0,1,0,0,0,0,1
2021,Kharif,Chandrapur,Korpana,29,1,Gadchandur,1,61,92,23,117.08,194714.57,541202.2,541202.2,1277118.97,5127673.3,98,17,0,0,5,96,14,28,62,25,0,4,0,0,0,0,4
2021,Kharif,Chandrapur,Korpana,29,2,Korpna,1,50,65,13,97.72,179021.25,482232.37,482232.37,1143485.99,4293900,68,10,0,3,7,67,1,8,49,21,0,1,0,0,0,0,1
2021,Kharif,Chandrapur,Nagbhir,29,1,MendhaKirmiti,1,1304,2045,88,1092.26,928421,1392631.49,1392631.49,3713683.98,46421050,1797,335,1,206,87,1790,50,99,2010,24,0,0,0,0,0,0,0
