taluka,revenue_circle,lat,lon,year,geocode_flag,LST_anom_C,LST_mean_C,NDVI_anom,NDVI_mean,NDVI_peak,SM_anom,SM_mean,SPI30_mean,VHI_mean,cumRain_mm,drySpellDays,tmax_K_mean,tmax_anom_K,claim_ratio,farmers_total,claim_farmers,sum_insured
Yavatmal,Hivri,20.390344,78.1328518,2025,fallback_taluka,-3.0795254791257256,31.32017890216619,-0.0051048343477318875,0.5381915247493549,0.6641187697216807,0.01723778737647797,0.38497922154241093,-917.9925120715309,0.7275737532442988,1203.2421942515637,87.41068305365167,302.54886693944667,-0.8005971164692784,0.0,646.0,0.0,55715972.04
Yavatmal,Kapra(Methad),20.390344,78.1328518,2021,fallback_taluka,-0.1469993874989256,34.25270499379298,0.007105578830913886,0.5504019379280009,0.6948502003190925,0.0022371983471585577,0.3699786325130921,-918.7282615646598,0.6732383754842814,1194.6695924014641,82.67378870243448,302.93034182621176,-0.41912222970413116,0.06302521008403361,476.0,30.0,33745185.5
Yavatmal,Kapra(Methad),20.390344,78.1328518,2022,fallback_taluka,-0.03645741314669337,34.3632469681452,-0.08832091962286692,0.45497543947422003,0.6873334538793361,0.015616478996787447,0.3833579131627209,-880.389710596535,0.5942648876502626,1645.6795727353692,71.65095722051527,303.1337556933301,-0.21570836258527892,0.11989795918367346,784.0,94.0,58907351.46
Yavatmal,Kapra(Methad),20.390344,78.1328518,2023,fallback_taluka,-0.2158367835465078,34.18386759774542,-0.08821184203615069,0.45508451706093617,0.6519480635821073,-0.03600019621631689,0.33174123794961596,-931.1600283345982,0.5973841957095706,1048.3448752189358,99.51916804537936,304.1260090135261,0.7765449576103998,0.06574074074074074,2160.0,142.0,213013271.71
Yavatmal,Kapra(Methad),20.390344,78.1328518,2024,fallback_taluka,-1.3181834510652857,33.081520930226624,-0.038169734713440616,0.5051266243836463,0.6492073001240914,0.009691702189041472,0.37743313635497494,-923.3126090050561,0.6628249895227257,1140.6928434053973,77.48688253368002,303.2937038725428,-0.05576018337301689,0.0528322440087146,1836.0,97.0,177757951.62
Yavatmal,Kapra(Methad),20.390344,78.1328518,2025,fallback_taluka,-3.0795254791257256,31.32017890216619,-0.0051048343477318875,0.5381915247493549,0.6641187697216807,0.01723778737647797,0.38497922154241093,-917.9925120715309,0.7275737532442988,1203.2421942515637,87.41068305365167,302.54886693944667,-0.8005971164692784,0.0,736.0,0.0,73785647.02
Yavatmal,Kolambi,20.2557077,78.1644693,2021,ok,-0.3436939370530128,32.863932064172054,-0.006197953522450237,0.6198716712335968,0.8121661848719616,0.004083639131814187,0.377962494040864,-913.7437479740051,0.6802889360378491,1241.262157187233,81.04437715853716,303.28946919780435,-0.4255526222118086,0.03944773175542406,507.0,20.0,32990077.09
Yavatmal,Kolambi,20.2557077,78.1644693,2022,ok,0.0427319601771848,33.25035796140225,-0.13135173816047999,0.4947178865955673,0.7715661896031698,0.014787832879549672,0.3886666877885997,-877.7918750277631,0.5876530405910421,1671.728465404285,73.00965132232578,303.5021341548085,-0.2128876652082973,0.20224719101123595,534.0,108.0,37506840.35
Yavatmal,Kolambi,20.2557077,78.1644693,2023,ok,-0.051593633740759995,33.1560323674843,-0.11636510947490153,0.5097045152811455,0.800737641492696,-0.033939061422712996,0.33993979348633757,-929.1285562473342,0.5991660371886873,1057.0621284336853,98.68789326772956,304.5016043944922,0.7865825744758131,0.0630779392338177,3028.0,191.0,263984546.41
Yavatmal,Kolambi,20.2557077,78.1644693,2024,ok,-0.7563008205733665,32.451325180651686,-0.07541685890485675,0.5506527658511908,0.7929479779998817,0.008814227248046447,0.38269308215709696,-919.2071792703626,0.6438408677305637,1175.7012048914717,73.64626011259875,303.61545667309366,-0.09956514692282083,0.029111531190926274,2645.0,77.0,236909190.08
Yavatmal,Kolambi,20.2557077,78.1644693,2025,ok,-3.316986968544607,29.89063903268046,0.01268337962689167,0.6387530043829391,0.7959412845230347,0.0157545998312705,0.38963345474032035,-909.3837014213932,0.7581506804341864,1293.3796618358315,83.55750579552446,302.91871921535306,-0.796302604663355,0.0,631.0,0.0,58837143.3
Yavatmal,Lohara,20.3903836,78.09111,2021,ok,-0.294777912479624,33.30379427791702,0.018910847179875043,0.5915904118115138,0.7211445472594481,0.0016651079029666998,0.36067975504615124,-917.849859880256,0.7097657435609398,1185.3326774443779,82.77578221003877,302.9028528535578,-0.42282444553788606,0.058823529411764705,68.0,4.0,5048410.5
