taluka,revenue_circle,lat,lon,year,geocode_flag,LST_anom_C,LST_mean_C,NDVI_anom,NDVI_mean,NDVI_peak,SM_anom,SM_mean,SPI30_mean,VHI_mean,cumRain_mm,drySpellDays,dry_spell_julaug,gdd_surplus,heavy_rain_days,june_rain_mm,lst_anom_augsep,ndvi_slow_greenup,oct_rain_mm,sm_wet_days,tmax_K_mean,tmax_anom_K,farmers_total,area_ha,sum_insured_rs,claim_total_lac,claim_yield_lac,claim_local_lac,claim_prevented_lac,claim_postharvest_lac,claim_midterm_lac,rate_total,rate_yield,rate_local,rate_prevented,rate_postharvest,rate_midterm,district,SAR_VV_mean_dB,SPI30_min,sm_anom,sm_mean,tmax_anom_C,tmax_mean_C
Achalpur,Asadpur,21.0869427,77.4808216,2020,,1.642191541178518,37.6131005927261,-0.0242789604284003,0.533520881902282,,,,,0.545175105957789,1004.5534268452872,64.51734362498236,17.932837577069705,-0.2956977334468992,0.0,216.1716310185924,0.7271149771589821,0.0241949028098084,71.49452452512517,115.82694027392104,,,,,,,,,,,,,,,,,,Amravati,-7.581844000477164,-893.4300124105621,0.0228181451081709,0.4492830039510744,-0.0682919872734831,303.2890932185641
Achalpur,Asadpur,21.0869427,77.4808216,2021,,1.3613909403840827,37.33229999193166,-0.0741475118055882,0.4836523305250938,,,,,0.5077757095870973,867.491172347635,84.3184449569351,35.09013037134654,-0.2988401691004164,0.0,215.7713130472318,-1.1204366086228004,-0.0002692897820868,65.73186654395295,100.80312514707964,,,,,,,,,,,,,,,,,,Amravati,-8.174113036691798,-909.0666122182324,0.0066458644131614,0.4331107232560643,-0.3972177837271262,302.9601674221104
Achalpur,Asadpur,21.0869427,77.4808216,2022,,-0.8289239477681926,35.14198510377941,-0.1027980418150536,0.4550018005156284,,,,,0.4491405671207264,1162.9429127752771,73.81837435873298,22.236786369840452,0.0932468346805958,1.0,176.43018507114743,1.0724209027014118,-0.0032835859180119,78.13439776248057,111.14924459923752,,,,,,,,,,,,,,,,,,Amravati,-8.317240948783901,-875.3520691261737,0.0078486206618548,0.4343134795047581,-0.1898396376304034,303.16754556820706
Achalpur,Asadpur,21.0869427,77.4808216,2023,,0.620039161224495,36.59094821277208,-0.1097072671697442,0.4480925751609378,,,,,0.4710637939481402,891.0529315053542,100.01195462888884,37.20445239327905,0.2281348323601084,0.0,91.74071705119718,0.8481847752481212,-0.0389778415776344,8.93027360873452,80.88092436579281,,,,,,,,,,,,,,,,,,Amravati,-8.590313367656163,-906.385053647308,-0.0305820630494738,0.3958827957934294,0.8718925445503248,304.22927775038835
Achalpur,Asadpur,21.0869427,77.4808216,2024,,-0.0704035377566551,35.90050551379093,-0.0933036216877677,0.4644962206429144,,,,,0.4685428341004176,814.2817671745307,75.26215465712811,22.757189250247094,0.0045602717746108,0.0,164.68561467426233,-0.5518267557915549,0.0271212053466371,50.469414639769965,108.85075540076244,,,,,,,,,,,,,,,,,,Amravati,-8.508896398829734,-915.0977328826295,0.0127959824092337,0.4392608412521366,-0.0902420025388253,303.2671432032992
Achalpur,Asadpur,21.0869427,77.4808216,2025,,-5.124902724603916,30.84600632694368,-0.0180823266552663,0.5397175156754155,,,,,0.4241842347091925,898.899823077865,89.45102838047727,26.464865628088667,-0.1436114458758586,0.0337930060714453,157.80243172184294,-4.474200992178746,0.0432365722219607,69.3068296702901,113.57608132912888,,,,,119449206.07,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-7.913640929191533,-905.4674376267034,0.0124757575197971,0.4389406163627003,-0.8086991451313327,302.5486860607064
Achalpur,Paratwada,21.1882261,77.5589664,2018,,1.3765486291987137,36.65520243074266,-0.1252821256834028,0.4438760539822914,,,,,0.4904921998016534,848.0974495545901,95.50277542572206,24.024978831498732,-0.0568884628378071,1.0,220.2561100109556,1.1252295124374665,0.0214920077147426,11.338356538105575,79.38108006397592,,,,,,,,,,,,,,,,,,Amravati,-8.446397121184907,-926.9904414662986,-0.0223858931724802,0.3973540017291632,-0.0398881912984525,303.5607555527024
Achalpur,Paratwada,21.1882261,77.5589664,2019,,1.7260174019768275,37.004671203520786,-0.1512531384263179,0.4179050412393765,,,,,0.4811056333946235,908.1780840957206,93.14469846645969,36.11953147050523,0.5130434045691147,0.6612569385643052,102.11051791751945,-1.0260308914855616,-0.0916380303885595,52.2604252103019,110.21526013736006,,,,,,,,,,,,,,,,,,Amravati,-8.165060436380124,-920.7574956506112,0.0031127784248998,0.4228526733265433,-0.002182884409116,303.5984608595917
Achalpur,Paratwada,21.1882261,77.5589664,2020,,0.9715090431510116,36.25016284469497,0.0377491624068324,0.6069073420725271,,,,,0.589488864282953,1080.8828106176363,64.72010537209523,17.35092670994449,-0.330460469592105,0.0118543607112616,227.5709361702213,0.6774615819328726,0.0694204464201712,80.74787737931551,119.56548123059554,,,,,,,,,,,,,,,,,,Amravati,-7.437578737258033,-902.758469876164,0.0257101662711288,0.445450061172772,-0.0635263835961907,303.53711736040447
Achalpur,Paratwada,21.1882261,77.5589664,2021,,0.7618790380070343,36.04053283955102,-0.0645359130157535,0.5046222666499411,,,,,0.5169800916618755,995.4227003937816,80.87632891146862,35.66393828205852,-0.3303767114488958,0.0,220.40435270325955,-1.6660777174491874,0.0085654271333145,79.52450286734194,101.39241697243388,,,,,,,,,,,,,,,,,,Amravati,-7.666962688503205,-911.6680732011764,0.0075352519789454,0.427275146880589,-0.3687584182289785,303.23188532577166
